iter	RMSE
150	4.248372333
151	4.225369829
152	4.211352661
153	4.204361601
154	4.19104624
155	4.186240102
156	4.174492519
157	4.151520609
158	4.134128217
159	4.126812258
160	4.116302038
161	4.096641763
162	4.088065022
163	4.070865844
164	4.065139642
165	4.051223521
166	4.044814932
167	4.027653865
168	4.015162646
169	4.001906933
170	3.992779198
171	3.981069462
172	3.968639991
173	3.955808311
174	3.945797444
175	3.937987849
176	3.930553405
177	3.91931636
178	3.909101537
179	3.892178951
180	3.88309459
181	3.870183666
182	3.861861733
183	3.847194392
184	3.834141024
185	3.817968752
186	3.808560502
187	3.796657375
188	3.78471553
189	3.766635274
190	3.760235617
191	3.744324931
192	3.728707894
193	3.715653323
194	3.706174625
195	3.696291345
196	3.680286362
197	3.661589784
198	3.644929274
199	3.638660381
200	3.63039675
201	3.613567677
202	3.605838956
203	3.592098695
204	3.581035013
205	3.566746467
206	3.552356702
207	3.539787669
208	3.535930905
209	3.528095152
210	3.520854938
211	3.502965446
212	3.495543575
213	3.477290401
214	3.462994401
215	3.448840428
216	3.437116774
217	3.422653048
218	3.415110079
219	3.411522312
220	3.400880839
221	3.394030165
222	3.380723904
223	3.368358367
224	3.354954329
225	3.345120246
226	3.335015329
227	3.323806197
228	3.306380117
229	3.292893094
230	3.281238682
231	3.272803471
232	3.260652845
233	3.25156185
234	3.243749474
235	3.240615173
236	3.230816925
237	3.218026621
238	3.212397274
239	3.198392674
240	3.188468702
241	3.179097117
242	3.171420985
243	3.165938035
244	3.157598439
245	3.151175635
246	3.143238758
247	3.136371816
248	3.125794317
249	3.115419537
250	3.104218169
251	3.095227754
252	3.083644564
253	3.074991154
254	3.071383315
255	3.062497892
256	3.053942757
257	3.045204002
258	3.03662477
259	3.02757033
260	3.018215778
261	3.008638564
262	2.999564212
263	2.987627743
264	2.98290907
265	2.973299608
266	2.970800227
267	2.96141289
268	2.953695232
269	2.945220074
270	2.938976636
271	2.927400821
272	2.917159909
273	2.910283249
274	2.898826054
275	2.888182304
276	2.878427306
277	2.869983292
278	2.862728623
279	2.853638133
280	2.84108375
281	2.836885213
282	2.830104903
283	2.825622787
284	2.814672194
285	2.809097997
286	2.804001393
287	2.795073591
288	2.786502209
289	2.778995306
290	2.77149956
291	2.76261975
292	2.753307282
293	2.745860423
294	2.741962042
295	2.734970751
296	2.728527367
297	2.723847555
298	2.717201691
299	2.710088958
300	2.701379503
301	2.696880438
302	2.690208738
303	2.684501472
304	2.680024511
305	2.675174996
306	2.666193509
307	2.658898621
308	2.654670817
309	2.649155385
310	2.64502376
311	2.639402848
312	2.633119145
313	2.626305618
314	2.619389114
315	2.615023412
316	2.608429762
317	2.602531143
318	2.596704861
319	2.585555649
320	2.578483215
321	2.573617206
322	2.567712071
323	2.558272494
324	2.550633972
325	2.545252597
326	2.538815413
327	2.535137534
328	2.530560303
329	2.523062245
330	2.514606704
331	2.508750498
332	2.502477269
333	2.496504996
334	2.49027738
335	2.483000598
336	2.47841901
337	2.4740211
338	2.468741402
339	2.46380843
340	2.458168541
341	2.45113921
342	2.447162916
343	2.439798533
344	2.435182323
345	2.431903376
346	2.426130909
347	2.423697498
348	2.419275095
349	2.416572012
350	2.411390801
351	2.405059859
352	2.399715879
353	2.39329359
354	2.389632593
355	2.382521939
356	2.379761207
357	2.373901564
358	2.370709819
359	2.36727932
360	2.362795907
361	2.355626755
362	2.350778728
363	2.34686584
364	2.343902583
365	2.338128443
366	2.332188506
367	2.328938185
368	2.324901756
369	2.321921216
370	2.317523886
371	2.31164199
372	2.304089332
373	2.300512535
374	2.296952954
375	2.293903869
376	2.289080657
377	2.286037234
378	2.281364792
379	2.276045992
380	2.271006547
381	2.267946511
382	2.263525521
383	2.260286115
384	2.254936681
385	2.250621392
386	2.247967309
387	2.24336286
388	2.237444792
389	2.234478127
390	2.229607568
391	2.225698574
392	2.221199891
393	2.217149815
394	2.211933746
395	2.20819643
396	2.20391221
397	2.201474528
398	2.197807603
399	2.194800144
400	2.190959434
401	2.187750324
402	2.185834488
403	2.182378174
404	2.178494362
405	2.174974255
406	2.171220454
407	2.16797133
408	2.165280249
409	2.160878564
410	2.15677684
411	2.154633547
412	2.150847132
413	2.147775586
414	2.143834923
415	2.139681993
416	2.136686245
417	2.132410594
418	2.129142637
419	2.12527605
420	2.122012463
421	2.117952545
422	2.113266988
423	2.111114507
424	2.108594088
425	2.105758597
426	2.102285057
427	2.100088556
428	2.096262902
429	2.09333395
430	2.089493369
431	2.086462334
432	2.082568078
433	2.078765101
434	2.07703573
435	2.074597174
436	2.071092137
437	2.065150925
438	2.062349119
439	2.059109139
440	2.055972231
441	2.053262762
442	2.050060535
443	2.046290602
444	2.044365152
445	2.041362367
446	2.038628614
447	2.036611245
448	2.033180861
449	2.029714708
450	2.027533453
451	2.024668763
452	2.021955039
453	2.01879886
454	2.014346016
455	2.011529781
456	2.008454396
457	2.006052692
458	2.003213826
459	1.999714043
460	1.997903434
461	1.99498307
462	1.993354381
463	1.990803803
464	1.988121538
465	1.984113806
466	1.98080096
467	1.979023792
468	1.977319388
469	1.975114766
470	1.972539106
471	1.969839416
472	1.965868264
473	1.963802803
474	1.961110872
475	1.959119135
476	1.95683375
477	1.953952883
478	1.951879494
479	1.949576148
480	1.946994321
481	1.943816536
482	1.939963366
483	1.938277005
484	1.936628761
485	1.935339357
486	1.932269893
487	1.928750991
488	1.926548128
489	1.920267015
490	1.918256211
491	1.914654379
492	1.912664146
493	1.91100644
494	1.908129368
495	1.905334035
496	1.90338248
497	1.897883807
498	1.894923734
499	1.893065176
500	1.890362907
501	1.887742977
502	1.886056014
503	1.883084793
504	1.879782032
505	1.876827005
506	1.873250107
507	1.871951547
508	1.868047272
509	1.865507936
510	1.863938131
511	1.862029054
512	1.860295463
513	1.857997479
514	1.853859608
515	1.850969763
516	1.848790006
517	1.845678726
518	1.84406971
519	1.840824598
520	1.83988716
521	1.837607248
522	1.835062788
523	1.832867782
524	1.829759733
525	1.828167043
526	1.826187526
527	1.823065513
528	1.820001852
529	1.816485037
530	1.814392918
531	1.812910275
532	1.811239263
533	1.809788218
534	1.807749408
535	1.804128859
536	1.801873178
537	1.799298832
538	1.796923113
539	1.795541957
540	1.792129242
541	1.790550318
542	1.788849259
543	1.787043996
544	1.784026051
545	1.782670305
546	1.780589432
547	1.777662113
548	1.775819408
549	1.771211648
550	1.768673321
551	1.765775317
552	1.764160234
553	1.762370813
554	1.759839791
555	1.75896559
556	1.75712161
557	1.754122944
558	1.752612427
559	1.749689887
560	1.746878444
561	1.745621931
562	1.743173438
563	1.740783931
564	1.739253015
565	1.737013314
566	1.734348394
567	1.732695085
568	1.731119631
569	1.729671678
570	1.727621114
571	1.726062325
572	1.724830649
573	1.723030447
574	1.720937624
575	1.718705802
576	1.71682286
577	1.714877611
578	1.712986091
579	1.711113299
580	1.70933444
581	1.706876274
582	1.704185606
583	1.702357331
584	1.700363758
585	1.698707679
586	1.696548771
587	1.694274596
588	1.692577388
589	1.690216651
590	1.688609966
591	1.687060789
592	1.685348141
593	1.683507693
594	1.682055659
595	1.680778235
596	1.679425344
597	1.677494535
598	1.676197155
599	1.674191776
600	1.672299878
601	1.670518123
602	1.668528246
603	1.666868676
604	1.665565231
605	1.663080019
606	1.661580879
607	1.659925887
608	1.658907399
609	1.656545279
610	1.655555984
611	1.653709206
612	1.652389656
613	1.651306262
614	1.649829251
615	1.648244431
616	1.645588885
617	1.644326296
618	1.643300348
619	1.641252388
620	1.639933041
621	1.638844737
622	1.637570142
623	1.636042466
624	1.635091755
625	1.63333059
626	1.631553159
627	1.630061881
628	1.628762754
629	1.62733348
630	1.625750134
631	1.62408063
632	1.622967912
633	1.621557184
634	1.620007221
635	1.618399215
636	1.617115186
637	1.615639918
638	1.614369182
639	1.611599472
640	1.610054117
641	1.60900012
642	1.607597273
643	1.606014042
644	1.604686071
645	1.603236171
646	1.602169972
647	1.600701511
648	1.598555186
649	1.597059394
650	1.595527181
651	1.593603166
652	1.592241424
653	1.591005534
654	1.588726187
655	1.586830265
656	1.585634736
657	1.584309856
658	1.582744104
659	1.58186052
660	1.581030662
661	1.579834548
662	1.578513679
663	1.577229767
664	1.575401182
665	1.573754013
666	1.572429513
667	1.571388223
668	1.569722097
669	1.568761662
670	1.567847808
671	1.565904331
672	1.56449978
673	1.563655796
674	1.562272355
675	1.560388372
676	1.558647062
677	1.557904937
678	1.55688517
679	1.555778538
680	1.554625378
681	1.553471851
682	1.552327471
683	1.551023555
684	1.549766056
685	1.548924283
686	1.547843458
687	1.546906843
688	1.545215395
689	1.543821185
690	1.542792409
691	1.541831974
692	1.540486511
693	1.539267099
694	1.538362271
695	1.536426605
696	1.535017326
697	1.533209586
698	1.531611422
699	1.530475459
700	1.528662975
701	1.527214517
702	1.526409254
703	1.525459447
704	1.523888623
705	1.522942286
706	1.521926517
707	1.521249762
708	1.520523694
709	1.519036444
710	1.518370169
711	1.517228272
712	1.516548937
713	1.515441404
714	1.513692861
715	1.513048859
716	1.511972868
717	1.510719315
718	1.509666769
719	1.508604363
720	1.507057549
721	1.506265923
722	1.505171145
723	1.503555251
724	1.503063522
725	1.502323382
726	1.501148061
727	1.499441239
728	1.497436798
729	1.496470402
730	1.495702993
731	1.494299798
732	1.493436935
733	1.492547901
734	1.491921195
735	1.490428614
736	1.489037295
737	1.488146836
738	1.486346697
739	1.485516753
740	1.484378987
741	1.483821363
742	1.483213239
743	1.482449075
744	1.480642418
745	1.478592762
746	1.478157316
747	1.476889355
748	1.475530189
749	1.47485473
750	1.473538676
751	1.472531433
752	1.471904681
753	1.470549017
754	1.469766107
755	1.46919299
756	1.468406784
757	1.467737782
758	1.466587696
759	1.465481671
760	1.464607072
761	1.464025735
762	1.462625364
763	1.461532749
764	1.461012776
765	1.460004241
766	1.459095502
767	1.458400039
768	1.457378885
769	1.456150028
770	1.455484834
771	1.454517663
772	1.453563122
773	1.452783842
774	1.452068622
775	1.450988427
776	1.449766503
777	1.448842777
778	1.448266518
779	1.447138106
780	1.446168754
781	1.445454137
782	1.4442647
783	1.443735178
784	1.442610419
785	1.441555197
786	1.441036192
787	1.440517444
788	1.439856988
789	1.438372538
790	1.437821107
791	1.436807144
792	1.436252713
793	1.435082349
794	1.433949743
795	1.432731634
796	1.43209478
797	1.431407242
798	1.430276302
799	1.429802757
800	1.429064811
801	1.42863619
802	1.427582418
803	1.426800234
804	1.425563124
805	1.424293106
806	1.42359559
807	1.423172001
808	1.422240723
809	1.421323067
810	1.420378306
811	1.419382365
812	1.418910035
813	1.418151001
814	1.416767499
815	1.415887134
816	1.414702089
817	1.414101089
818	1.413348243
819	1.412900734
820	1.411753225
821	1.410471663
822	1.409163255
823	1.408428693
824	1.407195691
825	1.406700014
826	1.405991566
827	1.405440577
828	1.404774894
829	1.404000275
830	1.403159868
831	1.402432116
832	1.401780317
833	1.401416976
834	1.400826719
835	1.399953219
836	1.398845534
837	1.398319494
838	1.397904249
839	1.39730179
840	1.396939445
841	1.395900629
842	1.394982665
843	1.393619755
844	1.39305409
845	1.391869534
846	1.391405501
847	1.390805443
848	1.390335031
849	1.389446214
850	1.388660164
851	1.388264207
852	1.387146882
853	1.386273473
854	1.385632965
855	1.384977114
856	1.384264701
857	1.383668024
858	1.382815461
859	1.38227344
860	1.381208281
861	1.380698734
862	1.379808163
863	1.378851543
864	1.378317805
865	1.37760739
866	1.376874008
867	1.376247019
868	1.375819531
869	1.37455145
870	1.374220203
871	1.373741177
872	1.373064742
873	1.372417657
874	1.371450285
875	1.370225325
876	1.369038386
877	1.368074475
878	1.367761635
879	1.367536455
880	1.367035265
881	1.366439446
882	1.36594447
883	1.365330894
884	1.36499044
885	1.364107907
886	1.363514704
887	1.362883603
888	1.36200458
889	1.360923473
890	1.360487585
891	1.360020842
892	1.359687701
893	1.359177563
894	1.358683187
895	1.358217467
896	1.357265389
897	1.356793477
898	1.356222113
899	1.355782359
900	1.355291116
901	1.354483855
902	1.354064953
903	1.353423487
904	1.352975648
905	1.35234577
906	1.351587243
907	1.351058472
908	1.350457107
909	1.350003486
910	1.349113007
911	1.348691652
912	1.347789972
913	1.347214266
914	1.346788209
915	1.346290476
916	1.34560059
917	1.34514642
918	1.344356078
919	1.343865712
920	1.342843452
921	1.341651937
922	1.341323833
923	1.340764553
924	1.340297928
925	1.340068227
926	1.339015157
927	1.338604113
928	1.337803172
929	1.337018283
930	1.336729196
931	1.336043056
932	1.335549763
933	1.33441733
934	1.334053793
935	1.333129477
936	1.332799165
937	1.332387327
938	1.331550278
939	1.330403072
940	1.329819978
941	1.329428976
942	1.328826462
943	1.328319264
944	1.327915701
945	1.327292717
946	1.326747645
947	1.326372946
948	1.326026713
949	1.32543179
950	1.32507152
951	1.324527573
952	1.323983655
953	1.323483862
954	1.322552203
955	1.322182278
956	1.3214665
957	1.320910035
958	1.320420287
959	1.319863988
960	1.319478891
961	1.319246445
962	1.318740603
963	1.318298795
964	1.317776204
965	1.317425535
966	1.316679384
967	1.316152976
968	1.315478505
969	1.314456848
970	1.314021628
971	1.313724689
972	1.313322992
973	1.3128431
974	1.312478708
975	1.311785746
976	1.311618522
977	1.31123643
978	1.310948189
979	1.310698631
980	1.310249467
981	1.309736767
982	1.309171835
983	1.308774504
984	1.308329501
985	1.307806129
986	1.307236287
987	1.306962754
988	1.306099097
989	1.305064963
990	1.304647686
991	1.303983805
992	1.303573937
993	1.30320505
994	1.302740658
995	1.30219699
996	1.301459081
997	1.300941123
998	1.300575032
999	1.299923046
1000	1.299495054
1001	1.298731517
1002	1.298273306
1003	1.297933646
1004	1.297371715
1005	1.296853547
1006	1.296556146
1007	1.296144605
1008	1.295914393
1009	1.295757896
1010	1.295170439
1011	1.294802698
1012	1.294401161
1013	1.294137434
1014	1.293679076
1015	1.293387876
1016	1.293120312
1017	1.29271057
1018	1.292273378
1019	1.291731339
1020	1.291509923
1021	1.291214474
1022	1.290625385
1023	1.290432799
1024	1.289954919
1025	1.289473004
1026	1.289196507
1027	1.288764933
1028	1.288374028
1029	1.287877558
1030	1.287495691
1031	1.287277521
1032	1.286333926
1033	1.286003202
1034	1.285615698
1035	1.285331815
1036	1.284925859
1037	1.284606734
1038	1.284162168
1039	1.28367515
1040	1.283173548
1041	1.283059712
1042	1.282462306
1043	1.282131148
1044	1.281804843
1045	1.281552096
1046	1.281054043
1047	1.280546549
1048	1.28022938
1049	1.280011565
1050	1.279378221
1051	1.279009648
1052	1.278745952
1053	1.278383332
1054	1.278088845
1055	1.277929162
1056	1.27762453
1057	1.27741042
1058	1.27707386
1059	1.276384261
1060	1.276143487
1061	1.275801506
1062	1.275190628
1063	1.274711589
1064	1.274021525
1065	1.273659334
1066	1.273165052
1067	1.272799456
1068	1.272446366
1069	1.271989679
1070	1.271615413
1071	1.271083843
1072	1.270888205
1073	1.270624724
1074	1.270080127
1075	1.269782175
1076	1.269505159
1077	1.269100813
1078	1.268951472
1079	1.268478742
1080	1.268130191
1081	1.267991668
1082	1.267525042
1083	1.267223699
1084	1.266685747
1085	1.266366528
1086	1.265659896
1087	1.265342568
1088	1.264972883
1089	1.264486503
1090	1.264105387
1091	1.263869266
1092	1.263459128
1093	1.263155991
1094	1.262720571
1095	1.262235877
1096	1.261772608
1097	1.26134312
1098	1.260909985
1099	1.260670093
1100	1.260437896
1101	1.260141816
1102	1.259932995
1103	1.259739832
1104	1.259415677
1105	1.259239224
1106	1.25892902
1107	1.258758895
1108	1.258607339
1109	1.25817229
1110	1.257848719
1111	1.25761771
1112	1.257437346
1113	1.257209253
1114	1.256995051
1115	1.256850245
1116	1.256613954
1117	1.256401407
1118	1.256209035
1119	1.256042953
1120	1.255657706
1121	1.255389604
1122	1.25515566
1123	1.254890358
1124	1.254513021
1125	1.254162981
1126	1.253603502
1127	1.253273443
1128	1.253038061
1129	1.252820891
1130	1.252449922
1131	1.252142422
1132	1.252036225
1133	1.251794583
1134	1.251674072
1135	1.251157279
1136	1.250539451
1137	1.250061075
1138	1.249697189
1139	1.249423207
1140	1.249225499
1141	1.248886371
1142	1.248358629
1143	1.248118316
1144	1.247793144
1145	1.24766851
1146	1.247355716
1147	1.247046026
1148	1.246755726
1149	1.246423787
1150	1.246289092
1151	1.245779769
1152	1.245578602
1153	1.245234967
1154	1.244937801
1155	1.244812994
1156	1.244589718
1157	1.244318696
1158	1.244198744
1159	1.243993643
1160	1.243629216
1161	1.243420177
1162	1.243073292
1163	1.242851815
1164	1.242692839
1165	1.242553281
1166	1.242136999
1167	1.241876531
1168	1.241774883
1169	1.241511759
1170	1.241195706
1171	1.240971917
1172	1.240734303
1173	1.240526993
1174	1.240403187
1175	1.240244988
1176	1.23988177
1177	1.239700547
1178	1.239579702
1179	1.239404627
1180	1.239234397
1181	1.239001954
1182	1.238766495
1183	1.238373991
1184	1.237766097
1185	1.237225766
1186	1.237070373
1187	1.236921088
1188	1.236585221
1189	1.236288995
1190	1.236037871
1191	1.235716721
1192	1.235384932
1193	1.235209958
1194	1.235003069
1195	1.234388624
1196	1.234068641
1197	1.233747777
1198	1.233493035
1199	1.233369573
