model_name,task_type,best_params,best_optuna_score,best_trial_fold_scores,data_shapes,cv_fold_metrics,y_train_pred,y_test_pred,train_r2,test_r2,train_rmse,test_rmse,train_mae,test_mae
xgboost,regression,"{'n_estimators': 800, 'learning_rate': 0.07816535020519198, 'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.13326776236938295, 'subsample': 0.9561106592863248, 'colsample_bytree': 0.8496244743421982, 'reg_alpha': 0.17018234271646257, 'reg_lambda': 8.853895471047781e-07}",0.5152643246090324,"[0.5396907666949706, 0.5240300952112669, 0.4324308324549486, 0.5308576490077834, 0.5493122796761924]","{'train': (1551, 608), 'test': (82, 608), 'hpo_method': 'CV HPO', 'cv_folds': 5}","[{'fold': 1, 'r2': 0.5396907666949706, 'rmse': 7.363532123810222, 'mae': 4.15480924906838}, {'fold': 2, 'r2': 0.5240300952112669, 'rmse': 7.934823679243498, 'mae': 4.563926811618189}, {'fold': 3, 'r2': 0.4324308324549486, 'rmse': 9.100666538518757, 'mae': 4.160801750241557}, {'fold': 4, 'r2': 0.5308576490077834, 'rmse': 7.4153564483116305, 'mae': 4.290396707519409}, {'fold': 5, 'r2': 0.5493122796761924, 'rmse': 7.009847682518468, 'mae': 4.135906898769256}]",[18.026674   7.2045345  8.94818   ... 17.698801  12.806998  14.551248 ],"[ 8.209803  25.179817   6.9709682 12.680761  10.044811   7.7110167
  5.9258714  5.8174753  9.087439   7.864961   6.4641056 13.224933
  7.8725677 21.556046   9.444996   9.760422  12.997771  16.94086
 18.441734  16.964207   6.8848896  3.5135033  7.413166   8.257259
  4.968096  11.99054   11.837403  12.713026   3.3238952 14.963439
  2.4136152  8.786355   5.490296  11.198786   9.106967  11.970935
 10.141313   7.5766926 43.07893    6.4240456  9.558555  11.601517
  7.684499  10.294334  26.695166  11.53431    7.599435   7.8542223
 13.107802  15.245396  16.604532  14.33975   10.802906   7.918224
  5.2081614  8.988449   8.008179   6.501692  12.154549   3.41734
 17.961407  15.568495  11.136553   7.089881  13.280401   7.2236695
 12.045023  23.179533   4.585963   8.358224   6.9071937 12.908488
  7.888283  13.441092  11.727804  28.389875  18.167095  26.787226
  8.993333  12.235181  27.967646   9.153472 ]",0.9835737718930941,0.4953741701273521,1.430722999274077,5.046287341970024,0.6620317289978361,3.422251708356345
