target
8.4
6.94
20.1
25.3
10.373
14.3
6.4
10.9
10.085
12.68
13.096
2.31
10.99
16.6
20.14
9.59
22.9
18.2
4.75
19.27
10.4
5.9
7.1
7.0
4.9
3.6
42.4
16.1
9.37
4.5
14.4
7.8
11.2
5.1
29.6
6.6
16.3
15.652
6.95
15.573
24.6
9.79
5.9
18.1
10.1
13.94
8.24
3.613
6.087
8.0
7.78
14.4
0.8
4.3
2.69
14.9
14.1
13.902
8.5
7.9
7.1
38.65
4.8
33.3
49.2
11.65
5.07
7.1
8.8
29.6
8.25
15.12
13.3
6.2
9.31
29.91
15.0
11.1
5.48
24.8
8.6
12.8
8.13
5.0
10.123
7.144
9.67
3.4
3.79
15.65
15.6
20.2
8.1
7.2
5.721
4.555
6.3
21.976
5.505
7.4
7.62
6.74
18.3
41.801
13.1
6.32
6.2
7.96
33.7
11.85
28.2
10.93
5.97
9.423
14.45
31.1
7.4
15.2
8.67
7.6
6.78
8.0
9.61
14.63
14.1
26.5
35.5
5.53
46.0
3.6
8.23
74.43
13.4
18.5
9.06
41.9
8.3
6.72
8.26
17.78
15.05
17.666
4.1
12.4
12.94
57.64
9.1
30.3
9.522
8.133
18.941
9.635
8.836
11.93
8.33
3.662
9.5
7.58
20.6
18.9
28.7
5.37
14.2
11.3
41.0
6.9
14.17
3.8
14.9
8.56
10.01
4.5
4.4
44.4
10.384
14.707
8.74
8.0
7.954
10.4
7.0
9.58
13.2
7.692
3.464
9.18
8.01
6.38
9.53
51.2
19.1
15.3
7.5
10.9
13.3
8.91
5.02
14.768
13.4
6.69
6.114
7.6
4.72
59.8
8.0
6.7
22.1
7.8
24.51
3.44
14.469
10.03
12.7
4.4
7.38
10.47
11.734
10.26
6.4
6.77
13.3
7.281
3.6
9.685
13.8
19.5
22.2
9.2
11.52
3.23
3.6
3.6
7.54
24.47
11.4
20.2
13.3
33.1
19.182
12.0
11.1
12.28
16.162
6.2
11.7
17.31
4.129
11.48
5.348
14.35
4.22
6.7
14.0
21.02
30.0
47.9
39.82
5.89
4.9
9.064
9.5
25.1
4.379
27.99
10.51
6.65
10.26
9.04
12.9
16.9
9.7
31.4
8.2
20.22
9.2
46.7
10.91
34.12
11.6
14.35
9.7
9.57
7.8
19.4
7.49
8.57
9.083
4.9
4.28
16.1
7.53
20.07
22.3
12.2
28.99
7.7
11.7
9.75
23.6
19.9
4.23
9.6
11.76
13.4
46.1
5.8
6.9
10.833
10.25
14.354
10.11
7.17
9.6
11.7
16.4
19.671
14.336
6.2
8.272
55.6
5.79
6.86
16.1
7.83
9.7
6.08
22.0
9.407
23.7
12.934
7.69
12.6
6.6
68.5
43.5
6.544
4.16
14.4
6.5
19.6
6.2
7.67
81.23
4.1
10.93
21.1
10.8
16.8
5.9
15.43
5.42
6.2
10.0
17.18
6.753
4.9
13.0
22.8
12.41
13.3
5.12
8.56
8.2
8.7
15.05
12.999
14.1
9.94
9.5
5.34
3.57
4.859
8.7
14.192
11.6
8.54
3.8
9.6
9.07
4.5
25.45
8.7
5.36
43.53
27.7
11.03
43.7
5.01
2.1
17.0
9.29
8.1
4.6
41.14
9.6
24.2
8.9
12.5
8.5
58.6
11.18
4.97
7.14
10.51
12.5
10.1
9.28
6.831
7.96
4.67
35.586
28.4
7.85
10.36
13.33
26.2
3.694
8.71
23.671
6.3
13.2
10.878
15.1
5.59
55.5
7.4
3.4
48.55
35.3
20.3
8.61
13.53
8.5
31.8
7.4
13.0
29.526
12.91
5.35
5.4
9.1
7.15
27.96
2.31
8.161
9.533
11.56
11.07
15.237
49.9
6.58
18.65
9.4
5.694
5.45
9.81
6.81
7.91
4.375
4.011
3.735
21.2
8.2
9.56
18.44
6.403
12.1
14.8
11.0
6.25
10.5
3.6
8.76
3.31
10.192
5.18
9.6
24.24
6.14
7.54
8.2
7.4
18.52
9.8
6.79
8.6
50.4
19.29
4.2
27.7
6.34
33.6
4.04
7.86
6.2
6.6
12.4
21.9
7.413
6.51
5.9
17.9
15.9
8.19
7.36
7.37
9.1
23.414
5.39
22.237
12.51
7.891
5.1
14.2
16.5
10.67
4.3
6.26
31.5
5.3
8.12
9.4
7.3
37.2
7.9
7.0
10.71
6.64
8.0
23.647
6.98
7.828
8.448
35.1
6.51
9.3
9.6
9.389
11.69
14.84
7.71
10.63
34.4
8.03
7.7
8.93
13.35
4.38
8.28
4.22
8.467
21.1
9.1
5.22
5.0
