iter	Passed	Remaining
353	2895	1194
354	2908	1187
355	2923	1182
356	2932	1174
357	2945	1168
358	2953	1159
359	2967	1153
360	2976	1146
361	2990	1140
362	3005	1134
363	3011	1125
364	3022	1117
365	3032	1110
366	3048	1104
367	3062	1098
368	3071	1090
369	3078	1081
370	3086	1073
371	3099	1066
372	3112	1059
373	3123	1052
374	3136	1045
375	3142	1036
376	3151	1028
377	3159	1019
378	3173	1013
379	3178	1003
380	3190	996
381	3196	987
382	3208	980
383	3221	973
384	3231	965
385	3242	957
386	3251	949
387	3264	942
388	3277	935
389	3288	927
390	3301	920
391	3315	913
392	3323	904
393	3335	897
394	3344	889
395	3352	880
396	3366	873
397	3375	865
398	3384	856
399	3398	849
400	3406	841
401	3414	832
402	3428	825
403	3438	817
404	3450	809
405	3464	802
406	3478	794
407	3490	787
408	3503	779
409	3509	770
410	3521	762
411	3528	753
412	3541	746
413	3554	738
414	3570	731
415	3582	723
416	3595	715
417	3606	707
418	3619	699
419	3631	691
420	3644	683
421	3656	675
422	3671	668
423	3686	660
424	3703	653
425	3715	645
426	3728	637
427	3738	628
428	3753	621
429	3761	612
430	3774	604
431	3785	595
432	3798	587
433	3809	579
434	3821	571
435	3834	562
436	3846	554
437	3853	545
438	3865	537
439	3878	528
440	3891	520
441	3905	512
442	3916	503
443	3930	495
444	3943	487
445	3950	478
446	3964	470
447	3976	461
448	3990	453
449	4004	444
450	4018	436
451	4032	428
452	4045	419
453	4058	411
454	4073	402
455	4087	394
456	4099	385
457	4111	377
458	4125	368
459	4137	359
460	4148	350
461	4161	342
462	4174	333
463	4189	325
464	4199	316
465	4212	307
466	4224	298
467	4230	289
468	4242	280
469	4256	271
470	4269	262
471	4280	253
472	4295	245
473	4310	236
474	4322	227
475	4334	218
476	4347	209
477	4360	200
478	4375	191
479	4389	182
480	4400	173
481	4413	164
482	4425	155
483	4439	146
484	4450	137
485	4462	128
486	4477	119
487	4491	110
488	4503	101
489	4518	92
490	4529	83
491	4543	73
492	4557	64
493	4570	55
494	4583	46
495	4595	37
496	4607	27
497	4620	18
498	4631	9
499	4642	0
