iter	RMSE
221	14.21743807
222	14.12872391
223	14.04313278
224	13.98422498
225	13.90778721
226	13.81601246
227	13.75331383
228	13.67410942
229	13.5910448
230	13.53365331
231	13.45002241
232	13.36895459
233	13.31734547
234	13.23715657
235	13.16561101
236	13.11242836
237	13.03405522
238	12.96659152
239	12.88906482
240	12.81133415
241	12.73829949
242	12.67027059
243	12.59448862
244	12.55062626
245	12.47604524
246	12.40016336
247	12.32383627
248	12.25449938
249	12.18107242
250	12.11200035
251	12.04958368
252	11.97753353
253	11.90644093
254	11.83551121
255	11.76511253
256	11.6954731
257	11.62978019
258	11.56063938
259	11.49197172
260	11.43109894
261	11.36322982
262	11.29616477
263	11.22923353
264	11.15881714
265	11.0894538
266	11.02321968
267	10.95813004
268	10.89714544
269	10.83507829
270	10.7795716
271	10.72497153
272	10.6601202
273	10.59741664
274	10.53543188
275	10.47177978
276	10.40874772
277	10.34562007
278	10.28525597
279	10.22287751
280	10.16164175
281	10.10228776
282	10.04648401
283	9.986380764
284	9.926691552
285	9.865509891
286	9.80834142
287	9.749705684
288	9.691519628
289	9.634608302
290	9.575750582
291	9.520747459
292	9.465611843
293	9.410794467
294	9.356477157
295	9.302558073
296	9.248848181
297	9.195627543
298	9.142751836
299	9.08861865
300	9.042168312
301	8.99273184
302	8.940625768
303	8.890937706
304	8.839999418
305	8.789358127
306	8.741736358
307	8.69212689
308	8.642430245
309	8.594692089
310	8.545531677
311	8.496786829
312	8.450649581
313	8.402722584
314	8.353371605
315	8.305836845
316	8.26442614
317	8.215813773
318	8.174806072
319	8.131085608
320	8.084954326
321	8.03745433
322	7.991899835
323	7.946685049
324	7.90193365
325	7.856946308
326	7.812486453
327	7.768675705
328	7.724960763
329	7.683536329
330	7.642445213
331	7.599351222
332	7.556496316
333	7.513934896
334	7.473688599
335	7.43146026
336	7.389736403
337	7.348648721
338	7.307535597
339	7.266486597
340	7.224764825
341	7.184373375
342	7.144301345
343	7.104705659
344	7.063854019
345	7.026703025
346	6.987575045
347	6.947110498
348	6.907422116
349	6.869260092
350	6.831146945
351	6.793211905
352	6.755776165
353	6.718320778
354	6.681163459
355	6.644495156
356	6.608003157
357	6.571555768
358	6.535556465
359	6.499591358
360	6.462459561
361	6.426899169
362	6.391563871
363	6.358061129
364	6.323387586
365	6.288012512
366	6.253562963
367	6.218608621
368	6.18450242
369	6.150659419
370	6.117265471
371	6.083852997
372	6.050826667
373	6.018062483
374	5.984130755
375	5.951856875
376	5.91978363
377	5.886971892
378	5.854096645
379	5.82392809
380	5.791431754
381	5.760029951
382	5.728774767
383	5.696903748
384	5.666069708
385	5.634522258
386	5.604087033
387	5.572990836
388	5.542915092
389	5.512441845
390	5.482734182
391	5.453417575
392	5.423167606
393	5.3940035
394	5.365004266
395	5.336399294
396	5.305804602
397	5.276542708
398	5.248313059
399	5.21835839
400	5.188295374
401	5.160790373
402	5.132231236
403	5.104859597
404	5.076647979
405	5.048414029
406	5.020502825
407	4.992768225
408	4.965306342
409	4.93909814
410	4.912100462
411	4.88621931
412	4.859261329
413	4.832478069
414	4.8058556
415	4.778602062
416	4.751480985
417	4.725330635
418	4.69933703
419	4.673493273
420	4.647929665
421	4.622474569
422	4.596393381
423	4.571208863
424	4.546189996
425	4.521249007
426	4.496469386
427	4.471843202
428	4.447361814
429	4.423302421
430	4.399161801
431	4.374392562
432	4.349768647
433	4.32482626
434	4.30022169
435	4.27602977
436	4.252723644
437	4.229505131
438	4.206497836
439	4.182560192
440	4.159525528
441	4.136017259
442	4.112798576
443	4.089557023
444	4.067296422
445	4.045177971
446	4.023223323
447	4.000669726
448	3.978995202
449	3.956692812
450	3.934523832
451	3.912381414
452	3.890476329
453	3.86870234
454	3.846908183
455	3.825260403
456	3.803534358
457	3.782281945
458	3.761020218
459	3.74009506
460	3.719073413
461	3.698190902
462	3.677558901
463	3.656912292
464	3.63658775
465	3.616324249
466	3.595551411
467	3.576830205
468	3.556792165
469	3.536998135
470	3.517178124
471	3.497516897
472	3.478076025
473	3.458609726
474	3.439268509
475	3.420074642
476	3.400996741
477	3.382130899
478	3.363104774
479	3.344365867
480	3.325488056
481	3.306931438
482	3.28850412
483	3.270170357
484	3.251953387
485	3.233846404
486	3.215693012
487	3.1976492
488	3.179873537
489	3.161833898
490	3.143697007
491	3.125991645
492	3.108354084
493	3.090860396
494	3.073702593
495	3.056090503
496	3.039124458
497	3.021897208
498	3.004789647
499	2.987856719
