target
11.0
12.3
9.8
3.8
28.4
37.8
13.84
7.76
4.1
5.9
5.31
18.6
15.23
3.6
5.8
16.6
19.5
6.753
6.2
9.7
10.9
12.24
8.2
4.4
4.75
6.64
10.4
13.2
14.0
17.78
7.18
35.5
7.82
13.96
19.7
6.25
6.163
7.23
9.7
33.6
9.84
24.857
13.6
11.4
14.707
4.05
9.62
5.1
8.467
18.373
19.6
7.2
13.56
7.3
10.5
43.5
27.43
4.555
27.8
10.55
14.3
7.06
17.876
1.65
3.8
7.86
1.75
6.6
21.7
12.4
8.8
12.2
10.6
12.4
5.62
4.4
15.9
3.4
13.69
13.2
3.57
16.3
4.864
7.1
10.39
4.6
25.7
5.52
11.088
10.778
7.69
9.07
28.9
6.05
13.83
25.4
12.6
12.02
9.4
12.24
11.2
23.6
10.5
11.24
4.57
5.22
5.1
5.9
7.9
4.16
10.373
15.42
5.577
7.677
14.1
20.1
9.47
9.435
7.45
10.2
7.976
10.93
7.32
11.52
9.7
5.7
12.51
7.0
18.5
11.4
9.82
18.4
33.7
12.8
12.9
14.5
5.35
37.5
24.24
4.9
22.09
14.9
6.993
12.7
16.1
5.85
0.8
13.33
5.2
11.81
8.254
6.58
2.31
29.6
13.3
5.958
16.66
16.6
7.64
15.76
13.5
8.81
7.0
6.24
9.5
18.3
59.5
104.0
27.5
21.976
12.41
7.419
5.973
3.6
9.4
7.96
25.5
14.89
8.6
21.9
20.9
8.2
29.526
8.5
16.1
16.4
6.38
14.8
19.9
24.1
5.5
16.7
35.3
7.2
12.8
9.04
13.5
6.2
6.2
7.4
9.1
12.906
47.04
25.3
21.3
10.2
8.5
7.0
5.19
18.7
7.6
13.3
5.4
29.4
8.54
30.3
17.9
6.54
10.3
8.8
6.625
9.6
7.7
18.52
13.25
20.2
3.4
21.1
5.505
5.08
28.99
3.4
7.76
32.4
22.9
11.67
9.78
19.1
10.11
5.79
9.8
13.71
5.0
6.2
8.05
9.9
17.7
90.1
16.3
10.978
10.8
10.5
11.4
8.25
6.6
5.34
13.3
13.94
8.32
34.6
16.14
19.8
9.86
6.22
17.1
8.7
8.5
5.7
7.52
9.389
3.4
9.02
6.95
22.6
6.93
5.38
55.2
14.17
18.6
6.39
6.0
10.67
24.51
10.6
13.4
6.78
7.62
13.42
8.4
8.4
7.57
21.3
10.3
4.04
7.3
10.02
12.2
7.29
15.194
9.004
5.42
10.21
13.0
24.3
11.31
10.1
6.58
6.886
12.7
18.5
8.7
3.5
9.66
8.9
9.1
4.25
8.28
7.2
7.4
10.01
6.42
5.972
6.51
9.258
11.07
8.448
15.05
5.694
9.22
21.1
10.38
7.692
9.1
41.0
7.0
9.6
13.1
15.0
6.8
3.735
22.6
31.683
9.7
9.166
4.97
9.6
11.2
28.2
6.7
11.13
5.9
15.05
10.4
10.62
2.31
9.2
5.29
54.7
3.9
11.7
11.563
34.267
11.9
10.38
5.573
8.87
7.4
19.12
12.934
12.1
6.67
8.47
3.42
8.14
3.7
6.3
12.0
14.84
9.2
20.4
3.6
10.384
22.097
20.5
11.002
14.4
5.15
36.2
4.5
4.28
4.7
8.0
42.4
10.32
7.172
16.69
10.51
47.335
19.182
8.4
27.3
10.6
6.267
54.2
12.28
11.4
18.941
8.26
9.35
39.5
10.6
10.26
9.04
8.7
8.0
13.1
24.6
7.65
8.2
3.6
11.48
5.9
18.1
33.903
5.97
8.17
7.0
6.63
7.37
6.08
9.02
9.02
8.8
12.6
5.05
9.6
54.2
29.6
7.13
33.1
9.4
13.13
5.36
17.99
33.92
13.3
5.77
10.99
7.6
13.902
7.78
9.41
31.5
7.68
7.2
12.91
10.085
9.4
10.4
45.709
14.45
9.5
6.86
29.91
5.1
4.1
37.1
8.78
12.4
17.6
13.2
6.574
9.4
7.4
3.02
7.4
11.3
15.652
31.3
15.1
5.12
15.49
22.9
5.14
9.5
16.911
49.2
16.2
4.7
10.26
7.6
15.8
14.9
74.43
4.7
6.544
8.2
11.95
7.75
10.7
22.0
7.56
9.9
8.56
9.389
9.31
7.353
7.8
8.3
3.94
15.237
3.6
14.4
10.8
4.13
4.9
4.011
23.647
