target
18.023
6.59
8.75
8.03
5.19
4.38
10.21
13.5
9.8
17.7
7.4
7.286
14.2
16.4
6.58
5.721
13.37
15.21
10.25
7.94
9.89
10.22
8.9
8.1
11.83
14.69
10.77
13.38
21.06
13.94
5.18
16.4
9.5
9.78
9.9
8.6
8.4
8.14
7.9
21.1
40.44
9.8
5.0
9.61
13.3
7.89
8.8
7.57
43.5
11.2
4.6
20.1
7.25
15.0
8.7
10.13
7.4
7.23
13.8
9.89
23.5
12.14
7.52
10.4
18.1
14.896
17.8
11.2
20.9
27.43
25.3
31.3
3.9
45.709
9.1
19.69
14.3
7.0
3.4
16.3
6.8
11.7
7.3
6.6
4.05
13.8
4.9
8.3
18.52
6.79
9.7
6.73
22.0
9.3
10.0
31.3
7.91
4.75
8.5
8.4
8.1
5.53
17.6
7.4
18.7
16.7
14.08
8.23
19.7
2.1
13.328
5.348
10.8
4.23
10.5
24.8
7.0
17.1
9.2
22.9
13.3
6.048
28.83
11.7
4.25
7.06
6.831
7.92
15.05
9.1
10.58
6.2
7.65
17.4
9.34
42.4
5.0
11.432
5.3
7.0
7.4
10.085
3.8
7.76
7.553
13.3
8.93
12.934
7.6
13.13
9.14
6.3
6.82
15.0
5.81
4.16
4.011
4.1
49.9
12.18
5.5
7.62
31.1
10.01
9.2
9.6
11.01
6.08
10.82
4.7
3.694
16.5
18.5
10.4
13.4
9.291
27.179
5.1
14.8
21.1
10.02
14.4
12.9
12.0
10.6
4.75
3.03
29.6
6.08
43.6
26.8
9.556
8.0
13.6
37.6
5.694
12.28
14.5
9.6
11.05
12.17
17.876
5.85
9.52
19.4
7.0
74.5
11.5
13.3
15.1
14.336
33.6
11.13
5.1
8.272
9.1
9.9
10.56
9.53
6.8
9.59
19.9
8.28
28.7
8.0
9.86
6.42
16.9
77.4
6.89
11.9
14.17
3.4
12.0
18.1
7.2
7.38
33.903
12.7
2.31
7.17
11.59
5.22
15.05
31.1
9.684
4.81
8.836
6.53
10.0
20.6
10.62
14.89
5.2
34.12
3.498
7.56
6.01
21.1
8.8
10.67
6.487
18.6
37.7
7.93
7.53
24.2
54.2
12.0
15.76
12.15
12.68
6.2
7.42
11.0
21.8
8.91
14.469
5.573
17.4
7.46
33.6
29.526
9.639
7.64
10.11
12.5
20.07
17.9
9.1
6.34
12.91
4.67
12.9
7.54
43.1
12.5
4.4
6.39
8.448
9.41
10.8
7.003
8.67
5.973
10.978
6.74
10.1
11.6
8.8
39.82
13.9
11.03
7.31
6.47
14.9
26.7
11.18
12.51
10.623
53.3
13.35
11.6
7.15
6.4
7.828
38.6
7.96
22.237
12.6
12.0
6.94
17.84
15.9
5.7
54.7
11.81
8.3
4.9
21.1
3.4
13.216
5.0
8.961
8.133
21.3
4.9
22.6
7.86
15.9
18.8
47.335
23.89
10.7
7.62
10.36
5.1
13.7
12.2
6.6
5.577
34.6
54.2
6.2
7.2
16.1
8.24
4.379
7.43
9.4
25.45
49.2
8.61
27.2
74.43
17.9
39.5
10.51
17.15
7.2
19.27
7.54
5.1
8.56
11.002
6.2
14.7
7.63
11.7
41.1
11.0
8.3
9.84
5.14
4.129
3.84
31.1
16.6
9.07
5.0
11.9
18.6
8.4
8.32
8.185
6.78
18.5
6.12
1.918
6.98
6.81
8.33
15.5
44.4
21.006
3.662
7.83
13.56
6.22
3.735
18.9
6.3
9.6
4.5
18.4
19.5
10.0
37.8
9.06
28.7
3.8
6.42
8.0
8.0
7.96
4.859
3.4
5.14
7.5
7.9
9.237
16.44
3.9
20.0
8.5
8.7
13.3
12.1
14.282
23.5
4.35
15.3
13.2
3.6
6.993
7.66
5.2
18.0
5.9
7.1
12.59
58.6
46.1
9.3
10.4
17.9
6.52
8.93
5.9
9.66
6.39
7.45
8.0
13.2
11.8
38.1
5.07
8.2
8.25
3.464
15.0
7.69
22.1
9.7
8.18
9.04
8.01
5.48
8.0
5.85
10.91
7.75
6.63
6.55
21.976
12.24
16.0
10.384
11.563
11.51
8.3
7.7
9.46
7.71
47.04
3.5
23.671
7.2
10.1
9.22
4.16
13.1
14.8
10.2
51.2
7.18
3.7
19.12
9.7
18.99
11.4
11.1
7.954
7.2
9.62
7.8
20.2
2.31
5.07
7.1
11.41
4.51
23.7
4.66
6.2
41.801
37.7
17.72
5.4
5.38
7.3
21.6
9.1
15.0
16.1
10.02
13.8
4.22
19.6
8.12
13.84
10.93
3.8
7.49
8.7
8.8
12.1
11.4
7.9
7.47
4.5
30.3
13.47
27.8
16.29
15.2
11.7
8.91
11.4
8.5
9.79
6.2
5.16
14.84
8.26
19.4
9.064
14.75
8.2
3.8
3.5
7.149
4.9
35.586
8.1
10.393
20.9
33.1
5.35
8.8
15.43
7.49
9.5
32.4
21.1
7.68
3.6
8.161
4.555
20.2
11.0
28.9
5.39
8.75
4.99
10.63
3.72
5.2
3.42
7.48
3.31
6.58
15.1
9.61
3.79
7.692
16.911
5.505
6.087
11.76
4.375
7.2
6.67
6.0
8.0
17.7
8.56
6.81
7.96
69.9
14.05
4.5
24.829
6.5
5.01
6.73
6.51
9.9
10.8
35.9
4.59
8.2
10.778
8.76
28.723
9.02
11.97
7.73
9.7
6.32
35.5
9.4
6.8
9.2
8.6
8.14
3.5
41.0
20.0
11.0
14.768
7.8
6.4
18.0
1.9
7.82
3.119
4.01
31.4
6.114
17.0
17.7
10.99
14.1
10.192
5.97
15.202
14.63
15.6
21.2
10.99
4.55
23.3
8.81
4.943
14.597
6.8
18.601
8.89
7.45
15.093
7.9
15.652
47.9
13.902
13.7
9.606
18.6
3.688
47.2
50.4
8.21
6.0
6.48
7.58
9.47
16.162
18.4
9.02
23.49
7.8
41.14
9.3
8.16
14.1
16.1
9.9
9.2
11.2
15.242
8.9
3.613
27.96
6.63
12.94
6.69
33.92
7.0
4.34
5.15
9.8
11.5
5.1
21.3
19.9
36.1
6.6
9.166
7.62
11.8
8.85
10.47
8.05
8.7
33.3
6.7
12.175
8.02
15.4
5.7
9.04
5.97
8.57
4.6
10.6
6.3
5.958
7.0
19.5
19.182
15.09
6.1
9.874
15.8
5.5
13.0
5.2
30.0
37.5
9.09
6.7
8.11
11.52
10.45
9.28
18.4
11.3
22.6
8.08
24.857
6.408
11.65
10.373
32.31
7.17
8.0
8.1
9.75
3.6
15.219
7.5
8.6
15.194
7.7
11.0
31.443
6.625
16.3
13.69
40.6
4.7
7.53
9.29
18.64
21.8
7.76
9.18
10.7
7.8
34.4
5.36
14.45
18.5
9.5
11.3
15.098
7.6
2.69
14.6
17.8
12.9
9.6
17.2
10.063
39.4
6.05
4.28
1.65
8.254
5.972
13.23
9.5
7.8
9.59
68.5
26.1
13.1
7.32
13.0
15.49
7.4
18.2
6.86
15.23
10.4
16.66
57.64
31.5
10.39
7.353
8.54
37.0
21.3
21.2
4.7
3.79
6.94
24.8
8.11
9.67
13.2
7.67
18.172
13.6
9.39
24.6
3.6
36.2
55.2
4.8
13.1
12.25
5.04
28.4
4.3
4.7
12.02
16.0
7.976
9.57
10.992
7.71
7.413
25.5
4.183
7.49
5.39
9.2
12.7
6.39
13.91
16.3
7.281
13.4
8.7
6.27
10.1
8.8
8.71
11.85
9.56
7.3
9.327
8.2
9.58
13.07
2.6
9.1
7.6
41.0
6.51
15.1
7.61
12.1
6.58
9.94
6.26
14.192
6.69
22.097
10.3
5.9
5.18
6.8
7.17
7.07
4.8
12.74
8.8
6.82
14.2
6.9
7.677
3.901
8.3
16.4
6.2
7.23
10.93
9.6
8.0
8.54
35.1
11.7
11.04
11.24
10.38
11.16
5.34
22.556
11.69
5.62
13.096
5.9
21.7
12.24
13.2
27.2
10.4
39.792
20.38
3.89
12.6
33.1
12.6
10.123
13.87
8.6
6.391
10.6
29.91
5.3
11.9
8.73
14.4
10.38
11.088
10.2
12.999
14.808
9.0
15.42
43.7
11.826
5.34
59.8
4.4
6.4
16.6
33.7
6.79
13.0
15.0
16.1
42.4
3.88
11.31
9.407
28.2
13.96
6.5
13.12
13.9
12.414
27.7
11.18
18.65
9.389
5.44
13.363
18.373
10.1
12.35
5.1
10.71
11.956
25.2
29.4
13.71
3.6
4.4
8.95
15.2
11.734
11.56
25.729
6.38
3.44
59.5
14.5
5.9
5.22
17.963
5.8
5.37
8.5
48.55
13.8
6.7
13.3
11.1
9.9
10.7
18.941
4.27
3.8
14.32
4.8
9.2
13.3
6.3
14.0
14.1
5.97
4.8
4.7
9.7
17.666
29.6
9.71
10.11
10.3
8.892
4.2
12.7
17.163
3.8
7.02
9.312
5.4
6.9
5.08
5.12
8.5
6.77
13.0
12.8
7.8
8.2
20.14
8.5
20.8
7.3
13.4
7.78
6.72
8.538
3.076
6.2
6.2
35.3
22.8
14.3
55.6
11.93
14.2
5.2
11.4
7.78
3.5
11.1
11.3
2.4
8.34
2.5
7.1
11.5
14.0
9.4
5.9
7.4
41.7
7.5
46.0
6.5
11.1
10.5
9.7
7.14
6.2
15.573
16.14
6.73
6.52
7.6
6.307
8.7
7.29
14.4
39.9
27.54
13.42
7.37
4.65
16.9
8.092
8.0
13.2
3.1
5.52
14.5
3.23
4.9
10.09
5.56
4.97
9.4
9.435
5.97
10.4
14.35
9.31
10.727
9.389
9.0
6.95
3.51
12.37
9.36
18.3
15.12
12.41
9.02
6.403
12.9
10.4
20.4
7.7
13.25
9.5
4.72
48.8
13.53
9.6
9.7
25.5
6.2
9.522
6.5
25.1
3.5
10.6
44.9
6.16
20.7
3.4
5.9
10.495
9.1
20.6
14.4
4.6
7.891
13.3
15.8
31.7
31.8
37.2
8.5
4.9
6.24
14.707
9.04
16.6
9.0
10.03
10.3
5.35
9.37
16.3
9.1
18.14
24.51
3.4
7.99
9.6
10.833
17.18
16.6
7.4
16.1
6.68
16.8
33.15
12.53
11.07
6.81
31.683
8.74
20.3
90.1
3.23
6.65
11.4
27.5
13.33
4.1
11.7
4.864
6.753
5.89
8.9
4.13
9.76
8.13
21.6
8.47
7.4
15.9
5.48
33.2
3.6
19.1
10.7
23.254
10.87
12.757
7.1
4.3
5.05
4.8
26.2
10.8
3.83
13.2
17.7
5.64
6.8
13.9
15.335
17.1
81.23
13.7
10.9
10.26
15.9
7.6
26.5
13.3
13.83
22.2
18.6
7.76
5.45
3.6
19.671
3.57
24.24
9.3
16.8
6.9
10.06
9.423
7.091
9.41
13.107
10.84
7.3
32.3
19.12
5.2
3.83
7.71
6.2
14.9
29.6
4.28
6.3
12.25
21.02
6.7
10.878
5.3
0.8
9.1
9.35
6.1
12.18
5.79
9.635
14.35
5.66
7.92
19.6
13.5
28.99
14.9
4.22
6.791
9.6
7.15
14.1
24.3
6.25
12.906
3.987
5.12
6.267
11.79
4.3
4.6
82.9
7.9
6.58
7.85
18.5
11.3
7.97
24.47
10.9
8.87
10.9
9.48
10.71
8.67
9.685
28.7
22.0
14.8
4.8
11.95
12.9
18.8
17.6
11.2
6.14
10.32
10.6
9.083
14.5
16.14
16.49
5.8
4.04
34.267
8.11
24.1
9.5
41.9
2.81
15.237
8.61
8.467
9.4
13.25
7.2
6.2
6.2
6.19
6.6
8.86
10.1
12.3
14.1
8.57
4.4
8.7
14.42
7.78
10.8
20.2
5.59
8.26
23.0
7.4
14.354
12.32
6.35
8.17
5.42
6.5
7.6
14.0
3.94
21.9
27.7
21.0
15.06
13.41
9.4
27.3
8.19
9.6
9.82
38.65
15.8
6.64
23.6
9.5
15.65
22.09
20.2
12.4
7.56
19.29
6.06
23.414
15.0
43.53
8.5
9.287
19.485
6.544
7.36
8.8
13.43
15.153
8.2
5.004
10.1
8.45
9.127
8.78
17.0
5.29
6.64
16.69
5.19
20.22
3.0
10.59
7.144
21.18
16.7
3.8
33.6
55.5
8.7
4.28
16.8
10.0
3.02
13.4
7.03
7.58
8.0
9.7
104.0
9.23
5.2
8.38
5.06
11.3
17.31
15.9
7.1
11.67
10.1
13.5
7.49
25.7
23.647
9.533
7.6
10.26
16.2
3.6
27.99
19.1
42.913
5.77
9.258
5.02
12.2
8.15
22.4
10.6
11.7
18.44
12.6
17.99
150.34
4.52
8.5
29.326
4.302
9.5
17.78
5.9
15.1
17.8
13.24
7.13
9.4
7.172
32.8
19.1
37.1
46.7
9.6
9.81
4.1
12.8
7.419
22.3
6.48
25.4
3.39
10.51
5.31
22.9
11.48
5.224
7.3
10.9
18.1
13.2
15.4
17.6
12.4
12.4
